,start_node,end_node,pipe_id,Length,Diameter,Roughness,MinorLoss,Status,mapped_status
84,J-135,J-136,P-80,14760.697379343568,0.27695679844230553,2455.9298476818435,14.242212045910804,0.25,Open
85,J-135,J-397,P-251,9510.002594561482,0.27695679844230553,3009.5596653378425,131.0820223599866,0.25,Open
86,J-137,J-509,P-1002,15316.92053637607,0.8168455850391081,2719.027765462959,85.6435894724165,0.25,Open
87,J-137,J-138,P-81,15547.350872260002,0.66259164601145,2635.127873126984,193.98737246946598,0.25,Open
88,J-137,J-916,P-962,15271.409889987335,0.35408376795613444,2361.944544559433,111.87243120521708,0.25,Open
89,J-137,J-308,P-562,7025.881958250391,0.35408376795613444,4276.225421764855,130.0614498127715,0.25,Open
90,J-138,J-284,P-724,7123.550047261426,0.66259164601145,4231.268178378685,219.36865028907994,0.25,Open
91,J-138,J-396,P-1000,4538.836280537202,0.5083377069837922,3960.2387669170357,193.25953792085153,0.25,Open
92,J-139,J-744,P-602,16269.825381416591,0.9710995240667657,4775.489897274202,163.29474516001878,0.25,Open
93,J-139,J-140,P-82,6789.360063643416,0.66259164601145,4212.4141650954625,97.40247849507841,0.25,Open
94,J-139,J-711,P-953,9675.060939210638,0.9710995240667657,4183.129798675076,247.99302959394726,0.25,Open
95,J-139,J-145,P-867,8364.955377849092,0.66259164601145,3927.6862470570304,19.802194078078173,0.25,Open
96,J-13a,I-RV-3,P-1043,4037.7230662500265,0.5083377069837922,3361.691061513116,255.20127231073067,0.25,Open
97,J-13a,J-96,P-1048,6906.569428848769,0.8168455850391081,2386.6008474546015,78.33830815038905,0.25,Open
98,J-13a,T-4,P-3,11516.069671685233,0.8168455850391081,2388.1860122469698,166.51776698407863,0.25,Open
99,J-13b,J-493,P-1045,14185.388502402046,0.66259164601145,3099.8731294335566,48.6483681606004,0.25,Open
100,J-13b,J-443,P-287,12653.990984691009,0.19982982892847662,4818.867005099019,4.25487619561909,0.25,Open
101,J-13b,J-695,P-654,15793.422088307394,0.5083377069837922,3602.8481906176403,106.45499281307323,0.25,Open
102,J-14,J-644,P-858,4503.058144908897,0.5083377069837922,2931.8992040182366,90.37506887182317,0.25,Open
103,J-14,J-172,P-101,15529.029141357463,0.5083377069837922,2389.865538851624,125.62517994707022,0.25,Open
104,J-14,T-1,P-7,10250.713322182688,0.5083377069837922,2390.974994515814,138.24630849447917,0.25,Open
105,J-140,J-256,P-1007,15429.625984874161,0.9710995240667657,2797.8959465004305,38.92325347604131,0.25,Open
106,J-140,O-Pump-2,P-561,8429.479910776667,0.9710995240667657,4047.01364214617,121.1581555887733,0.25,Open
107,J-140,J-560,P-1005,12976.917003033093,0.9710995240667657,3131.268429265786,127.42070151647144,0.25,Open
108,J-141,J-279,P-244,9486.429873516228,0.5083377069837922,3333.4277928795245,64.09329993607761,0.25,Open
109,J-141,J-55,P-83,12903.673838129314,0.66259164601145,3332.8379863710124,238.5450764141523,0.25,Open
110,J-142,J-450,P-394,9429.297998560909,0.66259164601145,3840.048163086103,137.03652916004444,0.25,Open
111,J-142,J-143,P-84,13848.555742375585,0.66259164601145,4296.123353049516,146.42376827820107,0.25,Open
112,J-142,J-618,P-976,13856.411520722591,0.66259164601145,3486.738728116152,125.75061242262069,0.25,Open
113,J-143,J-93,P-638,4340.978049728603,0.5083377069837922,4541.38074349053,164.96410222847663,0.25,Open
114,J-143,J-67,P-965,4636.130542685431,0.5083377069837922,3468.7877805049447,248.16799822387247,0.25,Open
115,J-144,J-744,P-622,14665.759581665789,0.66259164601145,4742.539233433864,130.40361917282107,0.25,Open
116,J-144,J-424,P-747,6573.903810198373,0.66259164601145,4078.4923776976484,51.06513226392343,0.25,Open
117,J-144,J-145,P-85,7870.204656918318,0.66259164601145,4526.935779503095,193.42719714180606,0.25,Open
118,J-145,J-184,P-310,6199.753226447245,0.66259164601145,4239.833513135231,139.06169166140063,0.25,Open
119,J-146,J-75,P-86,15599.472059630727,0.27695679844230553,2414.691090628867,171.78753850379462,0.25,Open
120,J-147,J-214,P-697,12720.901463778297,0.19982982892847662,2663.96102925082,56.51779422952359,0.25,Open
121,J-147,J-148,P-87,9311.058658147245,0.19982982892847662,4175.2610672402825,73.477363862895,0.25,Open
122,J-148,J-690,P-530,12806.351344754243,0.19982982892847662,3605.3819059146035,160.99050942682072,0.25,Open
123,J-149,J-9,P-162,15086.904681347223,0.5083377069837922,4843.785796336724,167.17722577134094,0.25,Open
124,J-149,J-150,P-88,11692.303594092538,0.35408376795613444,3358.380359831809,52.19346184766354,0.25,Open
125,J-149,J-617,P-451,10535.337180078506,0.5083377069837922,3453.0939944003558,42.08510680214391,0.25,Open
126,J-15,J-223,P-645,14687.281201069138,0.35408376795613444,4532.51968651544,101.60525289337804,0.25,Open
127,J-15,T-10,P-8,5435.152901348379,0.5083377069837922,3749.8948410500398,42.75561522909615,0.25,Open
128,J-15,J-21,P-11,12943.215786567012,0.5083377069837922,3157.2219242465794,28.816453343533453,0.25,Open
129,J-151,J-448,P-290,3857.0747633613532,0.5083377069837922,3345.981748093529,86.46756028502122,0.25,Open
130,J-151,J-152,P-89,10504.095235171828,0.5083377069837922,2557.25735863365,198.46753492586188,0.25,Open
131,J-151,J-748,P-610,9170.270765418702,0.19982982892847662,3366.1234649573935,18.01778176367577,0.25,Open
132,J-152,J-582,P-417,3694.162405871535,0.35408376795613444,2641.538565914716,148.0723963836909,0.25,Open
133,J-152,J-483,P-329,13777.43824236092,0.5083377069837922,2944.6033640738406,114.60157107916328,0.25,Open
134,J-153,J-154,P-90,5335.151120121422,0.19982982892847662,3885.7247583609274,54.1594285913873,0.25,Open
135,J-153,J-169,P-99,10947.04851892031,0.35408376795613444,4626.316899315336,210.29189077842815,0.25,Open
136,J-153,J-398,P-253,15162.094266410677,0.35408376795613444,3410.3195066801213,65.4377270373327,0.25,Open
137,J-154,J-219,P-1027,9523.784947716502,0.19982982892847662,3657.086792010303,135.28091573759446,0.25,Open
138,J-154,J-218,P-128,11112.15639788693,0.19982982892847662,3256.300738711603,59.636183724373126,0.25,Open
139,J-155,J-156,P-91,5003.69816633614,0.1227028594146477,3900.939789754681,146.69641018379525,0.25,Open
140,J-155,J-181,P-715,3920.514889688913,0.5083377069837922,2410.9344015778943,239.14737091028837,0.25,Open
141,J-157,J-585,P-420,15768.784639312482,0.19982982892847662,2434.338378256026,135.7131040435331,0.25,Open
142,J-157,J-864,P-850,14007.509360567805,0.19982982892847662,2749.005436103595,160.1389243579183,0.25,Open
143,J-157,J-158,P-92,12436.011172024104,0.19982982892847662,3939.501772276691,207.28990887381448,0.25,Open
144,J-157,J-230,P-135,9312.193915984046,0.19982982892847662,3131.7030536268458,257.6448624418902,0.25,Open
145,J-159,J-160,P-93,10808.965006823964,0.5083377069837922,4042.2761470484575,154.06812022079833,0.25,Open
146,J-159,J-175,P-103,10873.866126166682,0.5083377069837922,2870.6737965853317,113.10900653290028,0.25,Open
147,J-16,J-596,P-238,16402.635731616603,0.66259164601145,4665.53740683606,189.54497175390958,0.25,Open
148,J-16,J-866,P-344,7196.670257601931,0.66259164601145,3050.837066168126,127.67974470881316,0.25,Open
149,J-16,J-233,P-431,9830.058235745735,0.66259164601145,4806.101899395722,232.19221716980232,0.25,Open
150,J-16,J-863,P-246,6064.844388198297,0.66259164601145,3375.0155791061643,157.15061895414658,0.25,Open
151,J-160,J-257,P-248,9147.190912005119,0.35408376795613444,2314.527381626903,129.71277143709472,0.25,Open
152,J-160,J-180,P-555,5025.644137592532,0.5083377069837922,3046.9114481977904,20.382600516688456,0.25,Open
153,J-161,J-405,P-1022,3907.801082611719,0.66259164601145,4408.398156008401,165.47547609952682,0.25,Open
154,J-161,J-445,P-938,5885.02783413129,0.35408376795613444,4151.683283733739,94.05716765959923,0.25,Open
155,J-162,J-163,P-95,16363.4300858249,0.66259164601145,2775.156126648713,94.62020309679451,0.25,Open
156,J-163,J-844,P-820,10261.06937047701,0.66259164601145,3645.086162249152,11.404243652541822,0.25,Open
157,J-164,J-901,P-923,7452.528572162222,0.8168455850391081,2592.071221004577,238.6314784928798,0.25,Open
158,J-164,J-391,P-495,12338.135057277901,0.8168455850391081,4586.714512519953,2.4992486202647513,0.25,Open
159,J-165,J-771,P-695,15993.449089288697,0.66259164601145,4149.618045054549,28.357930667452536,0.25,Open
160,J-165,J-166,P-97,4322.781741720299,0.5083377069837922,2343.55424343286,230.15175967755496,0.25,Open
161,J-165,J-493,P-483,10075.119655529661,0.66259164601145,2352.286871630218,25.66618540939413,0.25,Open
162,J-167,J-168,P-98,15279.093374192169,0.5083377069837922,3717.7991732086766,174.96662817738633,0.25,Open
163,J-167,J-481,P-475,7460.1855758201145,0.66259164601145,3623.057538702387,199.63497670325768,0.25,Open
164,J-167,J-525,P-559,15519.780987181133,0.66259164601145,3941.7703949308675,193.29624301512652,0.25,Open
165,J-168,J-274,P-959,14403.831856710625,0.5083377069837922,3592.1949420860246,74.38484588290032,0.25,Open
166,J-169,J-193,P-113,13657.127007458163,0.19982982892847662,3547.2914047001323,67.11163196394503,0.25,Open
167,J-169,J-523,P-822,7101.317928085344,0.35408376795613444,4145.458976004039,182.60843277728006,0.25,Open
168,J-17,J-470,P-312,14845.190213596205,0.5083377069837922,3655.2359160874084,139.4329517599947,0.25,Open
169,J-17,T-13,P-9,9824.446028999228,0.5083377069837922,2994.916720305845,112.7964236637994,0.25,Open
170,J-17,J-540,P-379,4678.331597073415,0.5083377069837922,4385.002668019422,62.8979986145973,0.25,Open
171,J-170,J-171,P-100,12765.903366660583,0.5083377069837922,3136.558137224176,43.59267074333218,0.25,Open
172,J-170,J-182,P-708,12937.69473954833,0.5083377069837922,3158.428648851831,139.83154991917087,0.25,Open
173,J-170,J-70,P-55,8921.59549207869,0.27695679844230553,4178.333998993503,38.86413202468469,0.25,Open
174,J-173,J-174,P-102,15100.724272401265,0.35408376795613444,3814.874599888524,88.58713643196174,0.25,Open
175,J-173,J-262,P-728,14026.615569077941,0.35408376795613444,4466.019477344741,150.67177491313515,0.25,Open
176,J-173,J-345,P-211,5635.3524369148545,0.35408376795613444,2829.314740800347,237.6479002713625,0.25,Open
177,J-174,J-195,P-783,7482.7112092605485,0.8168455850391081,3090.8799844848872,106.22733365154656,0.25,Open
178,J-174,J-448,P-1015,13551.972061099772,0.8168455850391081,3229.2358897605,239.23342938643543,0.25,Open
179,J-175,J-257,P-1018,5530.175816143423,0.66259164601145,4787.921900996083,196.09541152066168,0.25,Open
180,J-175,J-302,P-179,14368.748577882732,0.66259164601145,3127.6236541455064,236.62261190367101,0.25,Open
181,J-176,J-177,P-104,16073.069412246907,0.66259164601145,3663.8074630701058,206.63488496538318,0.25,Open
182,J-176,J-546,P-383,15857.365209729702,0.19982982892847662,3280.660555900691,242.37083428663232,0.25,Open
183,J-176,J-745,P-604,12190.305009840082,0.19982982892847662,4356.437038975786,170.5541766948479,0.25,Open
184,J-176,J-194,P-114,14317.621641172362,0.66259164601145,4335.221260281832,103.99254253959967,0.25,Open
185,J-177,J-357,P-586,9952.071487659632,0.66259164601145,3917.598457230491,110.23992797449392,0.25,Open
186,J-177,J-227,P-133,12918.649252496649,0.19982982892847662,4305.403078117113,181.46650548950808,0.25,Open
187,J-178,J-179,P-105,8204.05212121965,0.5083377069837922,3049.30358935622,63.796159837664106,0.25,Open
188,J-178,J-563,P-694,3604.1299217247984,0.5083377069837922,2856.513271373642,11.042667469407746,0.25,Open
189,J-18,J-232,P-1023,5235.109211906301,0.8168455850391081,2844.322713296385,91.60964365486856,0.25,Open
190,J-18,J-880,P-883,8780.768949179026,0.35408376795613444,4044.966220801857,169.3937912506983,0.25,Open
191,J-180,J-181,P-106,11188.260216374361,0.5083377069837922,3501.287457098145,205.1421459591726,0.25,Open
192,J-181,J-564,P-578,5820.04135792512,0.5083377069837922,2964.8450941482224,50.599652515930586,0.25,Open
193,J-182,J-183,P-107,15273.944677036125,0.35408376795613444,2701.659930140561,193.3599529385163,0.25,Open
194,J-182,J-797,P-683,8438.151782936222,0.5083377069837922,3007.3122823827916,6.804719749352415,0.25,Open
195,J-184,J-185,P-108,5175.563516009091,0.66259164601145,4665.370902936751,236.32234908133108,0.25,Open
196,J-184,J-650,P-847,6746.7161985025505,0.19982982892847662,4541.696016272804,103.09245327634707,0.25,Open
197,J-186,J-187,P-109,9711.106771960756,0.19982982892847662,2848.277913946015,179.5841711337927,0.25,Open
198,J-187,J-305,P-727,9737.139887226218,0.19982982892847662,2883.9843594557633,219.64351710996723,0.25,Open
199,J-187,J-567,P-401,11735.315007447709,0.19982982892847662,2359.6181353541638,28.503493707386866,0.25,Open
200,J-188,J-38,P-110,16165.935076939764,0.19982982892847662,2944.9040226758507,207.61201987625526,0.25,Open
201,J-189,J-190,P-111,3806.066262214079,0.35408376795613444,4035.508663631866,239.05137614923837,0.25,Open
202,J-189,J-900,P-921,11533.493424208935,0.35408376795613444,4176.339990198302,138.35657778215094,0.25,Open
203,J-189,J-412,P-486,3758.0689097905624,0.35408376795613444,2611.877848982446,138.2859688330363,0.25,Open
204,J-19,T-3,P-10,7480.791364724492,0.35408376795613444,3319.780995355469,142.46074194540356,0.25,Open
205,J-19,I-RV-2,P-298,15300.510777998123,0.35408376795613444,3044.6488527563033,206.25169344344266,0.25,Open
206,J-19,J-433,P-969,11320.690971526536,0.35408376795613444,2568.8483086788337,152.74691569185612,0.25,Open
207,J-191,J-192,P-112,7337.471729113187,0.66259164601145,3238.2534538514747,95.33807379885198,0.25,Open
208,J-191,J-336,P-792,15107.852728393977,0.5083377069837922,3595.0391113585565,238.41946479267534,0.25,Open
209,J-191,J-36,P-302,16224.838027311522,0.5083377069837922,2956.821198708644,52.24376130894095,0.25,Open
210,J-192,J-394,P-247,6933.663155000118,0.5083377069837922,4526.48079154381,184.36509158540383,0.25,Open
211,J-192,J-83,P-250,8724.20224999473,0.66259164601145,3913.8214816954714,197.05113583205778,0.25,Open
212,J-192,J-99,P-473,12296.245172095314,0.5083377069837922,3430.37628084873,89.86766010187074,0.25,Open
213,J-194,J-217,P-769,6167.6625246050535,0.66259164601145,3920.0008075581336,232.09211832733163,0.25,Open
214,J-195,J-711,P-1028,4559.0466081933755,0.8168455850391081,4811.484014318303,141.17989694941357,0.25,Open
215,J-195,J-196,P-115,11587.198200269922,0.66259164601145,2935.2888507168436,93.43490231210274,0.25,Open
216,J-196,J-844,P-787,13191.233595470283,0.66259164601145,3088.894016270692,225.90957741505576,0.25,Open
217,J-196,J-924,P-987,8026.087791828475,0.9710995240667657,3738.405338809324,218.91097956938955,0.25,Open
218,J-197,J-198,P-116,8964.284562178158,0.27695679844230553,4101.232936773977,82.99563747767243,0.25,Open
219,J-197,J-201,P-118,8787.383057855483,0.5083377069837922,4591.202134128327,85.59155741395173,0.25,Open
220,J-199,J-200,P-117,7801.074194035867,0.5083377069837922,3746.3713869799712,202.8449952229815,0.25,Open
221,J-199,J-299,P-177,9187.893826285577,0.35408376795613444,3868.7504683756188,33.59079672478546,0.25,Open
222,J-199,J-204,P-120,12688.824330987816,0.5083377069837922,2557.5014655262885,42.559704702719785,0.25,Open
223,J-2,J-625,P-997,15378.264255794613,0.35408376795613444,4197.815356843176,208.13857472287856,0.25,Open
224,J-2,J-497,P-339,6102.853586757286,0.5083377069837922,4317.158805480632,218.48426546678934,0.25,Open
225,J-2,J-535,P-608,15752.209498638244,0.35408376795613444,3077.6619166835235,227.80630823556947,0.25,Open
226,J-20,J-727,P-580,5756.741959867122,0.35408376795613444,4266.4561986509125,18.580295493480776,0.25,Open
227,J-20,J-535,P-376,6588.50504449564,0.5083377069837922,2480.476528997882,222.32456330152564,0.25,Open
228,J-200,J-205,P-121,8527.015974839524,0.35408376795613444,3299.2003866150335,10.11537481257082,0.25,Open
229,J-200,J-701,P-840,10927.783648901019,0.5083377069837922,3368.4017985653445,257.3293342606001,0.25,Open
230,J-201,J-237,P-139,13849.373423174671,0.19982982892847662,3541.9882272520017,3.3131196022897313,0.25,Open
231,J-201,J-217,P-856,10216.29596788422,0.19982982892847662,3325.677310330546,182.12951084982734,0.25,Open
232,J-201,J-852,P-853,8650.809502577256,0.5083377069837922,4494.655979264918,8.890281279282704,0.25,Open
233,J-202,J-203,P-119,15901.362390065231,0.5083377069837922,4350.65586738647,78.78665924197625,0.25,Open
234,J-202,J-591,P-428,13739.361771134882,0.5083377069837922,3356.2357140730774,83.9647555749813,0.25,Open
235,J-202,J-504,P-943,15952.741488616906,0.5083377069837922,3690.053415791459,8.188485421834002,0.25,Open
236,J-204,J-682,P-522,14069.532716081983,0.35408376795613444,3094.691345031879,114.48081732150038,0.25,Open
237,J-204,J-684,P-525,6374.871169920389,0.5083377069837922,4440.34425362737,192.4666503038206,0.25,Open
238,J-206,J-207,P-122,11570.266033092346,0.5083377069837922,2316.29469546275,210.87241368734124,0.25,Open
239,J-206,J-743,P-598,14666.732919604561,0.35408376795613444,3106.210715415124,129.94485109496225,0.25,Open
240,J-206,J-498,P-340,4309.994994883896,0.5083377069837922,3550.484503631499,38.28679874036598,0.25,Open
241,J-207,J-857,P-826,9297.960363195856,0.35408376795613444,4715.07631180267,99.1732933819153,0.25,Open
242,J-207,J-612,P-964,5487.986217073326,0.5083377069837922,2766.1866602605005,124.15132589439673,0.25,Open
243,J-208,J-209,P-123,9712.477115631427,0.35408376795613444,2362.632051981663,15.074988063640973,0.25,Open
244,J-208,J-723,P-575,4613.153461818918,0.27695679844230553,3132.6258845082575,243.9202467613087,0.25,Open
245,J-208,J-829,P-744,14435.183738075306,0.35408376795613444,4302.316862000439,258.0227316216639,0.25,Open
246,J-209,J-549,P-385,5607.288625863845,0.5083377069837922,3723.4558794988343,118.42664547368088,0.25,Open
247,J-209,J-612,P-446,4614.663736074379,0.5083377069837922,3920.190530553151,242.37351314235258,0.25,Open
248,J-21,J-342,P-353,4615.782335425046,0.35408376795613444,4073.8596842939046,39.802396230373915,0.25,Open
249,J-21,O-Pump-5,P-193,4230.511270167124,0.5083377069837922,3360.034571200738,239.70809648419205,0.25,Open
250,J-210,J-211,P-124,11073.705739536446,0.27695679844230553,3725.0870993824565,35.96802719622258,0.25,Open
251,J-210,J-843,P-781,10672.85141183593,0.27695679844230553,3480.465188002744,29.22793907438333,0.25,Open
252,J-210,J-801,P-829,10108.31013689826,0.27695679844230553,4016.436855787515,70.63080730809287,0.25,Open
253,J-211,J-463,P-828,14532.51429796196,0.27695679844230553,3125.0534878609715,142.08887253565445,0.25,Open
254,J-212,J-213,P-125,7411.631787526549,0.5083377069837922,3951.482494538891,236.62455307367492,0.25,Open
